station_name|primary_station_id|report_id|observation_id|longitude|latitude|height_of_station_above_sea_level|report_timestamp|report_meaning_of_time_stamp|report_duration|observed_variable|units|observation_value|quality_flag|source_id|data_policy_licence|platform_type|report_type|value_significance
null|MASKSTID|ICOADS-302-RJEUX5|ICOADS-302-RJEUX5-SST|141.6|35.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
OOCL SINGAPORE|VRMX7|ICOADS-302-RJEUX6|ICOADS-302-RJEUX6-SST|141.6|35.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
null|MERFR22|ICOADS-302-RJEUX8|ICOADS-302-RJEUX8-SST|-122.7|35.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|290.35|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEUXI|ICOADS-302-RJEUXI-SST|124.0|35.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|291.45|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJEUXJ|ICOADS-302-RJEUXJ-SST|124.0|35.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|291.45|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEUXL|ICOADS-302-RJEUXL-SST|124.1|35.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|290.15|0|2|0|2|0|2
FMG CLOUDBREAK|VRLA6|ICOADS-302-RJEUXM|ICOADS-302-RJEUXM-SST|124.1|35.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|290.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEUXN|ICOADS-302-RJEUXN-SST|170.2|35.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.15|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJEUXP|ICOADS-302-RJEUXP-SST|170.2|35.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEUXU|ICOADS-302-RJEUXU-SST|166.8|35.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|295.05|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJEUXW|ICOADS-302-RJEUXW-SST|166.8|35.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|295.05|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEUXX|ICOADS-302-RJEUXX-SST|179.3|35.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.15|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJEUXZ|ICOADS-302-RJEUXZ-SST|179.3|35.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEUY4|ICOADS-302-RJEUY4-SST|142.5|34.8|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|299.15|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJEUY6|ICOADS-302-RJEUY6-SST|142.5|34.8|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|299.15|0|2|0|2|0|2
STAR KVARVEN|LAJK7|ICOADS-302-RJEUYD|ICOADS-302-RJEUYD-SST|119.5|34.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|290.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEUYE|ICOADS-302-RJEUYE-SST|119.5|34.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|290.15|0|2|0|2|0|2
STAR JAPAN|LAZV5|ICOADS-302-RJEUYJ|ICOADS-302-RJEUYJ-SST|141.5|34.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEUYK|ICOADS-302-RJEUYK-SST|141.5|34.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.15|0|2|0|2|0|2
ZIM PACIFIC|4XFC|ICOADS-302-RJEUYU|ICOADS-302-RJEUYU-SST|-49.8|34.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEUYV|ICOADS-302-RJEUYV-SST|-49.8|34.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|1|2|0|2|0|2
SONNE|DBBE|ICOADS-302-RJEUZE|ICOADS-302-RJEUZE-SST|24.9|34.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.85|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEUZF|ICOADS-302-RJEUZF-SST|24.9|34.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.85|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEUZG|ICOADS-302-RJEUZG-SST|24.9|34.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.35|2|2|0|2|0|2
SONNE|TBWDE01|ICOADS-302-RJEUZH|ICOADS-302-RJEUZH-SST|24.9|34.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.35|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV0A|ICOADS-302-RJEV0A-SST|-9.5|33.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|290.15|1|2|0|2|0|2
SANTA ROSA|OXMP2|ICOADS-302-RJEV0B|ICOADS-302-RJEV0B-SST|-9.5|33.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|290.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV0C|ICOADS-302-RJEV0C-SST|25.6|33.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
ARTHUR MAERSK|OXJH2|ICOADS-302-RJEV0D|ICOADS-302-RJEV0D-SST|25.6|33.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
LURLINE|KLUX|ICOADS-302-RJEV0Q|ICOADS-302-RJEV0Q-SST|-120.2|33.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|291.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV0R|ICOADS-302-RJEV0R-SST|-120.2|33.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|291.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV14|ICOADS-302-RJEV14-SST|-117.2|32.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|292.55|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV15|ICOADS-302-RJEV15-SST|-117.2|32.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.65|2|2|0|2|0|2
SALLY RIDE (AWS)|WSAF|ICOADS-302-RJEV16|ICOADS-302-RJEV16-SST|-117.2|32.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|292.55|0|2|0|2|0|2
ROBERT GORDON SPROUL (AWS)|WSQ2674|ICOADS-302-RJEV17|ICOADS-302-RJEV17-SST|-117.2|32.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.65|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV1C|ICOADS-302-RJEV1C-SST|-65.9|32.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
GREEN RIDGE|WZZF|ICOADS-302-RJEV1D|ICOADS-302-RJEV1D-SST|-65.9|32.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
BRITISH SPONSOR|MAOR4|ICOADS-302-RJEV1S|ICOADS-302-RJEV1S-SST|145.1|32.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.95|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV1T|ICOADS-302-RJEV1T-SST|145.1|32.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.95|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV1V|ICOADS-302-RJEV1V-SST|143.6|32.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|299.15|0|2|0|2|0|2
STAR LYGRA|V7FA7|ICOADS-302-RJEV1W|ICOADS-302-RJEV1W-SST|143.6|32.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|299.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV20|ICOADS-302-RJEV20-SST|-80.5|32.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.75|0|2|0|2|0|2
OOCL KOREA|VRMX8|ICOADS-302-RJEV21|ICOADS-302-RJEV21-SST|-80.5|32.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.75|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV25|ICOADS-302-RJEV25-SST|139.3|31.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.35|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJEV27|ICOADS-302-RJEV27-SST|139.3|31.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.35|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV2H|ICOADS-302-RJEV2H-SST|-11.3|30.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.15|0|2|0|2|0|2
COLUMBIA RIVER|VRNB4|ICOADS-302-RJEV2I|ICOADS-302-RJEV2I-SST|-11.3|30.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV2M|ICOADS-302-RJEV2M-SST|132.0|30.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|299.05|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJEV2O|ICOADS-302-RJEV2O-SST|132.0|30.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|299.05|0|2|0|2|0|2
EVER LUCKY|3FAE4|ICOADS-302-RJEV40|ICOADS-302-RJEV40-SST|-141.3|30.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV41|ICOADS-302-RJEV41-SST|-141.3|30.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV51|ICOADS-302-RJEV51-SST|-80.3|29.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.65|0|2|0|2|0|2
HENRY B. BIGELOW (AWS)|WTDF|ICOADS-302-RJEV52|ICOADS-302-RJEV52-SST|-80.3|29.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.65|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV63|ICOADS-302-RJEV63-SST|-89.2|28.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.25|0|2|0|2|0|2
NOAA OREGON II (AWS)|WTDO|ICOADS-302-RJEV64|ICOADS-302-RJEV64-SST|-89.2|28.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.35|0|2|0|2|0|2
DONALD M JAMES|C6DT6|ICOADS-302-RJEV6F|ICOADS-302-RJEV6F-SST|-95.1|28.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|293.75|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV6G|ICOADS-302-RJEV6G-SST|-95.1|28.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|293.75|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV8S|ICOADS-302-RJEV8S-SST|127.1|27.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.85|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJEV8U|ICOADS-302-RJEV8U-SST|127.1|27.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.85|0|2|0|2|0|2
SAN RAMON VOYAGER|C6DP8|ICOADS-302-RJEV8X|ICOADS-302-RJEV8X-SST|131.9|27.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEV8Y|ICOADS-302-RJEV8Y-SST|131.9|27.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVA8|ICOADS-302-RJEVA8-SST|-148.1|25.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|299.85|0|2|0|2|0|2
HORIZON PACIFIC|WSRL|ICOADS-302-RJEVA9|ICOADS-302-RJEVA9-SST|-148.1|25.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|299.85|2|2|0|2|0|2
CELEBRITY SUMMIT|9HJC9|ICOADS-302-RJEVAI|ICOADS-302-RJEVAI-SST|-78.3|25.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVAJ|ICOADS-302-RJEVAJ-SST|-78.3|25.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.15|1|2|0|2|0|2
CELEBRITY APEX|9HA4960|ICOADS-302-RJEVAK|ICOADS-302-RJEVAK-SST|-78.2|25.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVAL|ICOADS-302-RJEVAL-SST|-78.2|25.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|2|2|0|2|0|2
CARNIVAL LEGEND|9HA3667|ICOADS-302-RJEVAM|ICOADS-302-RJEVAM-SST|-77.3|25.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVAN|ICOADS-302-RJEVAN-SST|-77.3|25.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVAO|ICOADS-302-RJEVAO-SST|121.3|25.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
CABLE RETRIEVER|S6OM|ICOADS-302-RJEVAP|ICOADS-302-RJEVAP-SST|121.3|25.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
STAR LAGUNA|LAPD7|ICOADS-302-RJEVAZ|ICOADS-302-RJEVAZ-SST|122.7|25.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.65|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVB0|ICOADS-302-RJEVB0-SST|122.7|25.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.65|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVB1|ICOADS-302-RJEVB1-SST|-90.2|25.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
ENDURANCE|WDE9586|ICOADS-302-RJEVB2|ICOADS-302-RJEVB2-SST|-90.2|25.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
OCEAN GLOBE|KOGE|ICOADS-302-RJEVB6|ICOADS-302-RJEVB6-SST|55.0|25.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVB7|ICOADS-302-RJEVB7-SST|55.0|25.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
SHENGKING|9V9713|ICOADS-302-RJEVB8|ICOADS-302-RJEVB8-SST|120.4|25.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|293.85|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVB9|ICOADS-302-RJEVB9-SST|120.4|25.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|293.85|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVC4|ICOADS-302-RJEVC4-SST|-149.6|24.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.65|0|2|0|2|0|2
MANULANI|WECH|ICOADS-302-RJEVC5|ICOADS-302-RJEVC5-SST|-149.6|24.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.65|0|2|0|2|0|2
RYOFU MARU|JGQH|ICOADS-302-RJEVCH|ICOADS-302-RJEVCH-SST|142.4|24.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.75|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVCI|ICOADS-302-RJEVCI-SST|142.4|24.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.75|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVCL|ICOADS-302-RJEVCL-SST|-81.8|24.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|304.05|0|2|0|2|0|2
ENDEAVOR (AWS)|WCE5063|ICOADS-302-RJEVCM|ICOADS-302-RJEVCM-SST|-81.8|24.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|304.05|0|2|0|2|0|2
TROPIC GEM|J8QY2|ICOADS-302-RJEVCP|ICOADS-302-RJEVCP-SST|-74.8|23.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVCQ|ICOADS-302-RJEVCQ-SST|-74.8|23.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.15|1|2|0|2|0|2
CMA CGM THAMES|9HA3851|ICOADS-302-RJEVCT|ICOADS-302-RJEVCT-SST|119.9|23.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVCU|ICOADS-302-RJEVCU-SST|119.9|23.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVCZ|ICOADS-302-RJEVCZ-SST|-112.0|23.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
COLUMBINE MAERSK|OUHC2|ICOADS-302-RJEVD0|ICOADS-302-RJEVD0-SST|-112.0|23.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVDA|ICOADS-302-RJEVDA-SST|113.3|21.8|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|295.15|0|2|0|2|0|2
STI MAYFAIR|V7BN6|ICOADS-302-RJEVDB|ICOADS-302-RJEVDB-SST|113.3|21.8|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|295.15|2|2|0|2|0|2
PRAGUE EXPRESS|DGZR2|ICOADS-302-RJEVDH|ICOADS-302-RJEVDH-SST|-127.5|21.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVDI|ICOADS-302-RJEVDI-SST|-127.5|21.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVDY|ICOADS-302-RJEVDY-SST|-57.5|20.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
SBI TANGO|V7KC3|ICOADS-302-RJEVDZ|ICOADS-302-RJEVDZ-SST|-57.5|20.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVE1|ICOADS-302-RJEVE1-SST|-175.1|20.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
IMABARI LOGGER|VRNE6|ICOADS-302-RJEVE2|ICOADS-302-RJEVE2-SST|-175.1|20.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVE3|ICOADS-302-RJEVE3-SST|-68.6|20.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|299.15|0|2|0|2|0|2
ISLA BELLA|WTOI|ICOADS-302-RJEVE4|ICOADS-302-RJEVE4-SST|-68.6|20.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|299.15|0|2|0|2|0|2
MAERSK SARNIA|9V5244|ICOADS-302-RJEVE5|ICOADS-302-RJEVE5-SST|38.7|20.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|307.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVE6|ICOADS-302-RJEVE6-SST|38.7|20.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|307.15|1|2|0|2|0|2
PARADERO|6YRG6|ICOADS-302-RJEVE8|ICOADS-302-RJEVE8-SST|-85.9|20.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVE9|ICOADS-302-RJEVE9-SST|-85.9|20.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVEC|ICOADS-302-RJEVEC-SST|120.5|20.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
MINERAL MAUREEN|VRKK2|ICOADS-302-RJEVED|ICOADS-302-RJEVED-SST|120.5|20.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVEK|ICOADS-302-RJEVEK-SST|37.3|19.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
SAFMARINE NGAMI|WSNA|ICOADS-302-RJEVEL|ICOADS-302-RJEVEL-SST|37.3|19.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVEM|ICOADS-302-RJEVEM-SST|134.6|19.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.25|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJEVEO|ICOADS-302-RJEVEO-SST|134.6|19.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.25|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVF3|ICOADS-302-RJEVF3-SST|39.1|18.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|1|2|0|2|0|2
MAERSK KENSINGTON|WMKN|ICOADS-302-RJEVF4|ICOADS-302-RJEVF4-SST|39.1|18.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|1|2|0|2|0|2
TROPIC TIDE|J8AZ3|ICOADS-302-RJEVFF|ICOADS-302-RJEVFF-SST|-64.9|18.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|306.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVFG|ICOADS-302-RJEVFG-SST|-64.9|18.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|306.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVGI|ICOADS-302-RJEVGI-SST|-155.0|14.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
KILO MOANA (AWS)|WDA7827|ICOADS-302-RJEVGJ|ICOADS-302-RJEVGJ-SST|-155.0|14.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVGK|ICOADS-302-RJEVGK-SST|112.5|14.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
MAERSK TANJONG|VROX5|ICOADS-302-RJEVGL|ICOADS-302-RJEVGL-SST|112.5|14.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
DALLAS EXPRESS|DGAF|ICOADS-302-RJEVGM|ICOADS-302-RJEVGM-SST|-91.8|13.8|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVGN|ICOADS-302-RJEVGN-SST|-91.8|13.8|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVGR|ICOADS-302-RJEVGR-SST|131.8|13.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|303.85|0|2|0|2|0|2
NORTHWEST STORMPETREL|VNVF|ICOADS-302-RJEVGS|ICOADS-302-RJEVGS-SST|131.8|13.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|303.85|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVH0|ICOADS-302-RJEVH0-SST|57.7|13.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
OOCL GERMANY|VRQS3|ICOADS-302-RJEVH1|ICOADS-302-RJEVH1-SST|57.7|13.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
CMA CGM T. ROOSEVELT|9HA5029|ICOADS-302-RJEVH6|ICOADS-302-RJEVH6-SST|50.9|12.8|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVH7|ICOADS-302-RJEVH7-SST|50.9|12.8|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVH8|ICOADS-302-RJEVH8-SST|-68.9|12.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.35|0|2|0|2|0|2
OOSTERDAM|PBKH|ICOADS-302-RJEVH9|ICOADS-302-RJEVH9-SST|-68.9|12.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.35|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVHQ|ICOADS-302-RJEVHQ-SST|110.5|10.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJEVHS|ICOADS-302-RJEVHS-SST|110.5|10.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
ASIA VISION|C6AX3|ICOADS-302-RJEVHW|ICOADS-302-RJEVHW-SST|129.7|10.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVHX|ICOADS-302-RJEVHX-SST|129.7|10.0|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
SBI ZEUS|D5LA6|ICOADS-302-RJEVHY|ICOADS-302-RJEVHY-SST|120.4|9.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVHZ|ICOADS-302-RJEVHZ-SST|120.4|9.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVI0|ICOADS-302-RJEVI0-SST|150.3|9.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJEVI2|ICOADS-302-RJEVI2-SST|150.3|9.7|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVI3|ICOADS-302-RJEVI3-SST|68.7|9.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
COSCO EXCELLENCE|VRJT8|ICOADS-302-RJEVI4|ICOADS-302-RJEVI4-SST|68.7|9.3|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
CARNIVAL PANORAMA|3FJB3|ICOADS-302-RJEVI7|ICOADS-302-RJEVI7-SST|-79.5|8.8|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.75|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVI8|ICOADS-302-RJEVI8-SST|-79.5|8.8|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.75|0|2|0|2|0|2
