station_name|primary_station_id|report_id|observation_id|longitude|latitude|height_of_station_above_sea_level|report_timestamp|report_meaning_of_time_stamp|report_duration|observed_variable|units|observation_value|quality_flag|source_id|data_policy_licence|platform_type|report_type|value_significance
null|MASKSTID|ICOADS-302-RJF0MP|ICOADS-302-RJF0MP-SST|129.2|33.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJF0MQ|ICOADS-302-RJF0MQ-SST|129.2|33.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
EVER LOADING|2HDG4|ICOADS-302-RJF0N5|ICOADS-302-RJF0N5-SST|-132.4|33.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|295.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0N6|ICOADS-302-RJF0N6-SST|-132.4|33.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|295.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0O4|ICOADS-302-RJF0O4-SST|-117.2|32.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|292.75|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0O5|ICOADS-302-RJF0O5-SST|-117.2|32.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|298.85|2|2|0|2|0|2
SALLY RIDE (AWS)|WSAF|ICOADS-302-RJF0O6|ICOADS-302-RJF0O6-SST|-117.2|32.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|292.75|0|2|0|2|0|2
ROBERT GORDON SPROUL (AWS)|WSQ2674|ICOADS-302-RJF0O7|ICOADS-302-RJF0O7-SST|-117.2|32.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|298.85|1|2|0|2|0|2
CELEBRITY MILLENNIUM|9HJF9|ICOADS-302-RJF0OB|ICOADS-302-RJF0OB-SST|-117.2|32.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|291.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0OC|ICOADS-302-RJF0OC-SST|-117.2|32.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|291.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0RP|ICOADS-302-RJF0RP-SST|-80.3|29.3|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.65|0|2|0|2|0|2
HENRY B. BIGELOW (AWS)|WTDF|ICOADS-302-RJF0RQ|ICOADS-302-RJF0RQ-SST|-80.3|29.3|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.65|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0SC|ICOADS-302-RJF0SC-SST|-89.2|28.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|296.65|0|2|0|2|0|2
NOAA OREGON II (AWS)|WTDO|ICOADS-302-RJF0SD|ICOADS-302-RJF0SD-SST|-89.2|28.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|296.65|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0SE|ICOADS-302-RJF0SE-SST|-89.1|28.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|296.65|2|2|0|2|0|2
NOAA OREGON II (AWS)|WTDO|ICOADS-302-RJF0SF|ICOADS-302-RJF0SF-SST|-89.1|28.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|296.65|2|2|0|2|0|2
FORESTAL REINA|HPPX|ICOADS-302-RJF0TJ|ICOADS-302-RJF0TJ-SST|172.3|27.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|299.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0TK|ICOADS-302-RJF0TK-SST|172.3|27.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|299.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0VH|ICOADS-302-RJF0VH-SST|-33.5|26.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
KAPRIJKE|ONIK|ICOADS-302-RJF0VI|ICOADS-302-RJF0VI-SST|-33.5|26.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.15|2|2|0|2|0|2
CARNIVAL LEGEND|9HA3667|ICOADS-302-RJF0WG|ICOADS-302-RJF0WG-SST|-78.3|25.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0WH|ICOADS-302-RJF0WH-SST|-78.3|25.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
RYOFU MARU|JGQH|ICOADS-302-RJF0XY|ICOADS-302-RJF0XY-SST|142.4|24.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|301.75|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0XZ|ICOADS-302-RJF0XZ-SST|142.4|24.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|301.75|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0Y2|ICOADS-302-RJF0Y2-SST|-81.9|24.0|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|303.85|0|2|0|2|0|2
ENDEAVOR (AWS)|WCE5063|ICOADS-302-RJF0Y3|ICOADS-302-RJF0Y3-SST|-81.9|24.0|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|303.85|0|2|0|2|0|2
TROPIC GEM|J8QY2|ICOADS-302-RJF0Y4|ICOADS-302-RJF0Y4-SST|-74.6|23.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|298.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0Y5|ICOADS-302-RJF0Y5-SST|-74.6|23.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|298.15|1|2|0|2|0|2
TROPIC LISSETTE|J8QY1|ICOADS-302-RJF0Y6|ICOADS-302-RJF0Y6-SST|-73.6|23.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|305.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0Y7|ICOADS-302-RJF0Y7-SST|-73.6|23.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|305.15|1|2|0|2|0|2
STAR LYSEFJORD|LAQQ7|ICOADS-302-RJF0YA|ICOADS-302-RJF0YA-SST|-82.1|23.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|302.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0YB|ICOADS-302-RJF0YB-SST|-82.1|23.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0Z3|ICOADS-302-RJF0Z3-SST|-57.5|20.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
SBI TANGO|V7KC3|ICOADS-302-RJF0Z4|ICOADS-302-RJF0Z4-SST|-57.5|20.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|302.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0ZF|ICOADS-302-RJF0ZF-SST|37.4|19.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
SAFMARINE NGAMI|WSNA|ICOADS-302-RJF0ZG|ICOADS-302-RJF0ZG-SST|37.4|19.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0ZH|ICOADS-302-RJF0ZH-SST|-123.2|19.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|298.15|0|2|0|2|0|2
STI BATTERY|V7DR9|ICOADS-302-RJF0ZI|ICOADS-302-RJF0ZI-SST|-123.2|19.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|298.15|0|2|0|2|0|2
TROPIC TIDE|J8AZ3|ICOADS-302-RJF105|ICOADS-302-RJF105-SST|-64.9|18.3|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|307.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF106|ICOADS-302-RJF106-SST|-64.9|18.3|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|307.15|1|2|0|2|0|2
INDEPENDENCE OF THE SEAS|C6WW4|ICOADS-302-RJF10B|ICOADS-302-RJF10B-SST|-63.6|18.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF10C|ICOADS-302-RJF10C-SST|-63.6|18.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF111|ICOADS-302-RJF111-SST|-155.1|14.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|301.05|0|2|0|2|0|2
KILO MOANA (AWS)|WDA7827|ICOADS-302-RJF112|ICOADS-302-RJF112-SST|-155.1|14.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|301.05|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF115|ICOADS-302-RJF115-SST|112.5|14.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
MAERSK TANJONG|VROX5|ICOADS-302-RJF116|ICOADS-302-RJF116-SST|112.5|14.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF11H|ICOADS-302-RJF11H-SST|-68.9|12.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|302.35|0|2|0|2|0|2
OOSTERDAM|PBKH|ICOADS-302-RJF11I|ICOADS-302-RJF11I-SST|-68.9|12.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|302.35|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF11K|ICOADS-302-RJF11K-SST|101.8|11.0|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
MOL BREEZE|VRNL8|ICOADS-302-RJF11L|ICOADS-302-RJF11L-SST|101.8|11.0|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
NORWEGIAN ESCAPE|C6BR3|ICOADS-302-RJF11Q|ICOADS-302-RJF11Q-SST|117.4|9.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF11R|ICOADS-302-RJF11R-SST|117.4|9.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
MSC TRIESTE|9HA3459|ICOADS-302-RJF11X|ICOADS-302-RJF11X-SST|108.7|8.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.25|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF11Y|ICOADS-302-RJF11Y-SST|108.7|8.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.25|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF12D|ICOADS-302-RJF12D-SST|75.8|7.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJF12F|ICOADS-302-RJF12F-SST|75.8|7.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
SPECTRUM OF THE SEAS|C6DQ5|ICOADS-302-RJF13J|ICOADS-302-RJF13J-SST|104.6|1.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF13K|ICOADS-302-RJF13K-SST|104.6|1.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF143|ICOADS-302-RJF143-SST|151.8|-1.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
OTAGO BAY|VRQK3|ICOADS-302-RJF144|ICOADS-302-RJF144-SST|151.8|-1.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF14I|ICOADS-302-RJF14I-SST|-81.5|-2.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
CMA CGM TUTICORIN|VRNY5|ICOADS-302-RJF14J|ICOADS-302-RJF14J-SST|-81.5|-2.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF15H|ICOADS-302-RJF15H-SST|-177.4|-15.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
JIANGMEN TRADER|VRLK2|ICOADS-302-RJF15I|ICOADS-302-RJF15I-SST|-177.4|-15.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF15J|ICOADS-302-RJF15J-SST|8.4|-17.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|293.15|0|2|0|2|0|2
INDIAN OCEAN|VROQ8|ICOADS-302-RJF15K|ICOADS-302-RJF15K-SST|8.4|-17.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|293.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF15N|ICOADS-302-RJF15N-SST|147.1|-18.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.45|0|2|0|2|0|2
FALKOR (AWS)|ZCYL5|ICOADS-302-RJF15O|ICOADS-302-RJF15O-SST|147.1|-18.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.45|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF15P|ICOADS-302-RJF15P-SST|-36.7|-18.3|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
OTAGO HARBOUR|VRNI7|ICOADS-302-RJF15Q|ICOADS-302-RJF15Q-SST|-36.7|-18.3|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
KN ARCADIA|9V3913|ICOADS-302-RJF15R|ICOADS-302-RJF15R-SST|118.6|-20.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|301.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF15S|ICOADS-302-RJF15S-SST|118.6|-20.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
SONANGOL ETOSHA|C6YM5|ICOADS-302-RJF160|ICOADS-302-RJF160-SST|13.5|-25.3|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|288.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF161|ICOADS-302-RJF161-SST|13.5|-25.3|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|288.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF163|ICOADS-302-RJF163-SST|154.3|-25.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
ESPERANCE BAY|VRHM6|ICOADS-302-RJF164|ICOADS-302-RJF164-SST|154.3|-25.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
EVER LEADING|2FRK8|ICOADS-302-RJF168|ICOADS-302-RJF168-SST|44.1|-29.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|296.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF169|ICOADS-302-RJF169-SST|44.1|-29.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|296.15|0|2|0|2|0|2
STI MIRACLE|9V2676|ICOADS-302-RJF16E|ICOADS-302-RJF16E-SST|115.6|-31.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF16F|ICOADS-302-RJF16F-SST|115.6|-31.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
AM TUBARAO|A8ZA9|ICOADS-302-RJF16L|ICOADS-302-RJF16L-SST|-48.8|-33.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|291.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF16M|ICOADS-302-RJF16M-SST|-48.8|-33.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|291.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF16R|ICOADS-302-RJF16R-SST|146.4|-41.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|288.05|0|2|0|2|0|2
SPIRIT OF TASMANIA II|VNSZ|ICOADS-302-RJF16S|ICOADS-302-RJF16S-SST|146.4|-41.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|288.05|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF16Y|ICOADS-302-RJF16Y-SST|153.4|-48.4|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|282.05|0|2|0|2|0|2
R.V. INVESTIGATOR|VLMJ|ICOADS-302-RJF16Z|ICOADS-302-RJF16Z-SST|153.4|-48.4|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|282.05|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF171|ICOADS-302-RJF171-SST|-76.4|-51.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|283.55|0|2|0|2|0|2
NATHANIEL B. PALMER (AWS)|WBP3210|ICOADS-302-RJF172|ICOADS-302-RJF172-SST|-76.4|-51.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|283.55|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5BG|ICOADS-302-RJF5BG-SST|-137.7|69.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|271.95|0|2|0|2|0|2
SIKULIAQ (AWS)|WDG7520|ICOADS-302-RJF5BH|ICOADS-302-RJF5BH-SST|-137.7|69.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|271.95|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5F2|ICOADS-302-RJF5F2-SST|19.2|58.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|284.35|0|2|0|2|0|2
TRANSPAPER|SKEC|ICOADS-302-RJF5F3|ICOADS-302-RJF5F3-SST|19.2|58.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|284.35|0|2|0|2|0|2
DENEB|DBBA|ICOADS-302-RJF5JX|ICOADS-302-RJF5JX-SST|12.1|54.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|285.75|2|2|0|2|0|2
DENEB|DBBA|ICOADS-302-RJF5JY|ICOADS-302-RJF5JY-SST|12.1|54.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|285.75|2|2|0|2|0|2
ELISABETH MANN BORGESE|DBKR|ICOADS-302-RJF5JZ|ICOADS-302-RJF5JZ-SST|12.1|54.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|285.65|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5K0|ICOADS-302-RJF5K0-SST|12.1|54.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|285.65|0|2|0|2|0|2
ELBE|DBEA|ICOADS-302-RJF5K8|ICOADS-302-RJF5K8-SST|8.2|54.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|287.05|2|2|0|2|0|2
ELBE|DBEA|ICOADS-302-RJF5K9|ICOADS-302-RJF5K9-SST|8.2|54.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|287.05|2|2|0|2|0|2
NEUWERK|DBJM|ICOADS-302-RJF5KF|ICOADS-302-RJF5KF-SST|9.0|53.9|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|284.65|2|2|0|2|0|2
NEUWERK|DBJM|ICOADS-302-RJF5KG|ICOADS-302-RJF5KG-SST|9.0|53.9|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|284.65|2|2|0|2|0|2
SEEFALKE|DBFI|ICOADS-302-RJF5KP|ICOADS-302-RJF5KP-SST|7.5|53.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|284.95|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5KQ|ICOADS-302-RJF5KQ-SST|7.5|53.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|284.95|0|2|0|2|0|2
MEERKATZE|DBFX|ICOADS-302-RJF5KR|ICOADS-302-RJF5KR-SST|7.6|53.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|284.95|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5KS|ICOADS-302-RJF5KS-SST|7.6|53.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|284.95|0|2|0|2|0|2
HEINCKE|DBCK|ICOADS-302-RJF5LH|ICOADS-302-RJF5LH-SST|8.6|53.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|285.05|2|2|0|2|0|2
HEINCKE|DBCK|ICOADS-302-RJF5LI|ICOADS-302-RJF5LI-SST|8.6|53.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|285.05|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5M8|ICOADS-302-RJF5M8-SST|-5.2|53.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|286.45|0|2|0|2|0|2
MAERSK RALEIGH|MBFI9|ICOADS-302-RJF5M9|ICOADS-302-RJF5M9-SST|-5.2|53.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|286.45|0|2|0|2|0|2
null|6200304|ICOADS-302-RJF5N1|ICOADS-302-RJF5N1-SST|1.8|51.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|287.75|0|2|0|33|0|2
null|6200304|ICOADS-302-RJF5N2|ICOADS-302-RJF5N2-SST|1.8|51.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|287.75|2|2|0|33|0|2
null|6200107|ICOADS-302-RJF5NA|ICOADS-302-RJF5NA-SST|-6.1|50.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|286.25|0|2|0|33|0|2
null|6200107|ICOADS-302-RJF5NB|ICOADS-302-RJF5NB-SST|-6.1|50.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|286.25|2|2|0|33|0|2
VOLENDAM|PCHM|ICOADS-302-RJF5NE|ICOADS-302-RJF5NE-SST|-0.6|50.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|288.15|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJF5NH|ICOADS-302-RJF5NH-SST|-13.9|49.9|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|287.75|0|2|0|2|0|2
null|6200103|ICOADS-302-RJF5NI|ICOADS-302-RJF5NI-SST|-2.9|49.9|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|287.65|0|2|0|33|0|2
null|6200103|ICOADS-302-RJF5NJ|ICOADS-302-RJF5NJ-SST|-2.9|49.9|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|287.65|2|2|0|33|0|2
null|MASKSTID|ICOADS-302-RJF5NM|ICOADS-302-RJF5NM-SST|157.0|49.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|281.15|0|2|0|2|0|2
HYUNDAI PLUTO|MEDZ8|ICOADS-302-RJF5NN|ICOADS-302-RJF5NN-SST|157.0|49.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|281.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5NO|ICOADS-302-RJF5NO-SST|-0.9|49.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|290.15|0|2|0|2|0|2
ZAANDAM|PDAN|ICOADS-302-RJF5NP|ICOADS-302-RJF5NP-SST|-0.9|49.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|290.15|0|2|0|2|0|2
NORWEGIAN BLISS|C6DL4|ICOADS-302-RJF5NR|ICOADS-302-RJF5NR-SST|-0.8|49.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|287.95|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5NS|ICOADS-302-RJF5NS-SST|-0.8|49.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|287.95|2|2|0|2|0|2
STAR KILIMANJARO|LAIG7|ICOADS-302-RJF5NV|ICOADS-302-RJF5NV-SST|160.1|49.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|281.45|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5NW|ICOADS-302-RJF5NW-SST|160.1|49.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|281.45|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJF5O3|ICOADS-302-RJF5O3-SST|-67.6|48.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|277.25|0|2|0|2|0|2
MAERSK IDAHO|WKPM|ICOADS-302-RJF5OV|ICOADS-302-RJF5OV-SST|-7.5|48.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|288.75|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5P3|ICOADS-302-RJF5P3-SST|-6.3|47.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|286.15|0|2|0|2|0|2
SEAGO FELIXSTOWE|OZCX2|ICOADS-302-RJF5P4|ICOADS-302-RJF5P4-SST|-6.3|47.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|286.15|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJF5PH|ICOADS-302-RJF5PH-SST|-61.9|47.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|286.95|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5PU|ICOADS-302-RJF5PU-SST|-91.3|47.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|278.55|0|2|0|2|0|2
MESABI MINER (AWS)|WYQ4356|ICOADS-302-RJF5PV|ICOADS-302-RJF5PV-SST|-91.3|47.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|278.55|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5RG|ICOADS-302-RJF5RG-SST|-84.0|46.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|280.25|0|2|0|2|0|2
HON. JAMES L. OBERSTAR (AWS)|WL3108|ICOADS-302-RJF5RH|ICOADS-302-RJF5RH-SST|-84.0|46.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|280.25|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5RK|ICOADS-302-RJF5RK-SST|-42.9|46.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|289.15|0|2|0|2|0|2
COSCO VIETNAM|VRID5|ICOADS-302-RJF5RL|ICOADS-302-RJF5RL-SST|-42.9|46.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|289.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5RX|ICOADS-302-RJF5RX-SST|13.7|45.6|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
ENCHANTED PRINCESS|ZCEW2|ICOADS-302-RJF5RY|ICOADS-302-RJF5RY-SST|13.7|45.6|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
METEOR|DBBH|ICOADS-302-RJF5SC|ICOADS-302-RJF5SC-SST|-8.3|45.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|289.55|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5SD|ICOADS-302-RJF5SD-SST|-8.3|45.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|289.55|0|2|0|2|0|2
MAERSK HAMBURG|9V7987|ICOADS-302-RJF5SO|ICOADS-302-RJF5SO-SST|14.1|44.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
